"state","date","cases"
"MS",2023-02-08,3230
"MS",2023-02-15,3594
"MS",2023-02-22,2491
"MS",2023-03-01,2177
"MS",2023-03-08,1474
"MS",2023-03-15,1211
"MS",2023-03-22,1068
"MS",2023-03-29,1278
"MS",2023-04-05,1290
"MS",2023-04-12,1004
"MS",2023-04-19,1076
"MS",2023-04-26,944
"MS",2023-05-03,988
"MS",2023-05-10,800
"MT",2020-01-22,0
"MT",2020-01-29,0
"MT",2020-02-05,0
"MT",2020-02-12,0
"MT",2020-02-19,0
"MT",2020-02-26,0
"MT",2020-03-04,0
"MT",2020-03-11,0
"MT",2020-03-18,10
"MT",2020-03-25,55
"MT",2020-04-01,142
"MT",2020-04-08,125
"MT",2020-04-15,72
"MT",2020-04-22,35
"MT",2020-04-29,12
"MT",2020-05-06,4
"MT",2020-05-13,7
"MT",2020-05-20,16
"MT",2020-05-27,3
"MT",2020-06-03,43
"MT",2020-06-10,37
"MT",2020-06-17,69
"MT",2020-06-24,135
"MT",2020-07-01,252
"MT",2020-07-08,354
"MT",2020-07-15,724
"MT",2020-07-22,718
"MT",2020-07-29,860
"MT",2020-08-05,756
"MT",2020-08-12,841
"MT",2020-08-19,685
"MT",2020-08-26,832
"MT",2020-09-02,904
"MT",2020-09-09,778
"MT",2020-09-16,964
"MT",2020-09-23,1480
"MT",2020-09-30,2159
"MT",2020-10-07,2989
"MT",2020-10-14,4150
"MT",2020-10-21,4500
"MT",2020-10-28,5257
"MT",2020-11-04,5930
"MT",2020-11-11,6094
"MT",2020-11-18,8590
"MT",2020-11-25,7986
"MT",2020-12-02,5773
"MT",2020-12-09,5793
"MT",2020-12-16,4514
"MT",2020-12-23,3853
"MT",2020-12-30,2724
"MT",2021-01-06,2835
"MT",2021-01-13,3593
"MT",2021-01-20,2604
"MT",2021-01-27,2282
"MT",2021-02-03,2268
"MT",2021-02-10,1787
"MT",2021-02-17,1303
"MT",2021-02-24,1340
"MT",2021-03-03,1109
"MT",2021-03-10,893
"MT",2021-03-17,1232
"MT",2021-03-24,1187
"MT",2021-03-31,883
"MT",2021-04-07,980
"MT",2021-04-14,1106
"MT",2021-04-21,904
"MT",2021-04-28,951
"MT",2021-05-05,958
"MT",2021-05-12,853
"MT",2021-05-19,632
"MT",2021-05-26,530
"MT",2021-06-02,545
"MT",2021-06-09,590
"MT",2021-06-16,430
"MT",2021-06-23,382
"MT",2021-06-30,350
"MT",2021-07-07,348
"MT",2021-07-14,407
"MT",2021-07-21,495
"MT",2021-07-28,887
"MT",2021-08-04,1439
"MT",2021-08-11,1795
"MT",2021-08-18,2258
"MT",2021-08-25,2896
"MT",2021-09-01,3823
"MT",2021-09-08,3651
"MT",2021-09-15,5640
"MT",2021-09-22,6433
"MT",2021-09-29,6000
"MT",2021-10-06,6255
"MT",2021-10-13,6161
"MT",2021-10-20,6273
"MT",2021-10-27,5571
"MT",2021-11-03,4897
"MT",2021-11-10,4232
"MT",2021-11-17,3589
"MT",2021-11-24,2876
"MT",2021-12-01,1915
"MT",2021-12-08,1680
"MT",2021-12-15,1126
"MT",2021-12-22,1022
"MT",2021-12-29,1639
"MT",2022-01-05,3498
"MT",2022-01-12,7574
"MT",2022-01-19,9915
"MT",2022-01-26,15009
"MT",2022-02-02,11499
"MT",2022-02-09,9678
"MT",2022-02-16,5467
"MT",2022-02-23,4574
"MT",2022-03-02,3861
"MT",2022-03-09,3321
"MT",2022-03-16,488
"MT",2022-03-23,359
"MT",2022-03-30,239
"MT",2022-04-06,245
"MT",2022-04-13,228
"MT",2022-04-20,349
"MT",2022-04-27,418
"MT",2022-05-04,603
"MT",2022-05-11,727
"MT",2022-05-18,1080
"MT",2022-05-25,1305
"MT",2022-06-01,1496
"MT",2022-06-08,1972
"MT",2022-06-15,2088
"MT",2022-06-22,1963
"MT",2022-06-29,2127
"MT",2022-07-06,2199
"MT",2022-07-13,2682
"MT",2022-07-20,2315
"MT",2022-07-27,2259
"MT",2022-08-03,2146
"MT",2022-08-10,1862
"MT",2022-08-17,1848
"MT",2022-08-24,1714
"MT",2022-08-31,1392
"MT",2022-09-07,1148
"MT",2022-09-14,1314
"MT",2022-09-21,1430
"MT",2022-09-28,1279
"MT",2022-10-05,1099
"MT",2022-10-12,1031
"MT",2022-10-19,948
"MT",2022-10-26,755
"MT",2022-11-02,857
"MT",2022-11-09,829
"MT",2022-11-16,884
"MT",2022-11-23,971
"MT",2022-11-30,918
"MT",2022-12-07,1133
"MT",2022-12-14,1088
"MT",2022-12-21,1024
"MT",2022-12-28,786
"MT",2023-01-04,897
"MT",2023-01-11,768
"MT",2023-01-18,508
"MT",2023-01-25,525
"MT",2023-02-01,602
"MT",2023-02-08,820
"MT",2023-02-15,702
"MT",2023-02-22,791
"MT",2023-03-01,719
"MT",2023-03-08,591
"MT",2023-03-15,664
"MT",2023-03-22,693
"MT",2023-03-29,573
"MT",2023-04-05,506
"MT",2023-04-12,477
"MT",2023-04-19,339
"MT",2023-04-26,279
"MT",2023-05-03,249
"MT",2023-05-10,202
"NC",2020-01-22,0
"NC",2020-01-29,0
"NC",2020-02-05,0
"NC",2020-02-12,0
"NC",2020-02-19,0
"NC",2020-02-26,0
"NC",2020-03-04,1
"NC",2020-03-11,8
"NC",2020-03-18,95
"NC",2020-03-25,557
"NC",2020-04-01,1194
"NC",2020-04-08,1843
"NC",2020-04-15,1785
"NC",2020-04-22,2243
"NC",2020-04-29,2979
"NC",2020-05-06,2838
"NC",2020-05-13,3169
"NC",2020-05-20,4274
"NC",2020-05-27,4596
"NC",2020-06-03,6540
"NC",2020-06-10,7575
"NC",2020-06-17,8716
"NC",2020-06-24,9122
"NC",2020-07-01,10882
"NC",2020-07-08,11259
"NC",2020-07-15,14018
"NC",2020-07-22,13519
"NC",2020-07-29,13618
"NC",2020-08-05,11365
"NC",2020-08-12,10202
"NC",2020-08-19,10081
"NC",2020-08-26,11535
"NC",2020-09-02,10974
"NC",2020-09-09,8491
"NC",2020-09-16,9427
"NC",2020-09-23,9286
"NC",2020-09-30,10436
"NC",2020-10-07,12269
"NC",2020-10-14,13662
"NC",2020-10-21,14413
"NC",2020-10-28,15793
"NC",2020-11-04,16169
"NC",2020-11-11,18232
"NC",2020-11-18,23935
"NC",2020-11-25,25867
"NC",2020-12-02,28245
"NC",2020-12-09,40996
"NC",2020-12-16,42105
"NC",2020-12-23,43808
"NC",2020-12-30,39700
"NC",2021-01-06,56256
"NC",2021-01-13,55744
"NC",2021-01-20,45861
"NC",2021-01-27,39078
"NC",2021-02-03,38806
"NC",2021-02-10,26240
"NC",2021-02-17,20604
"NC",2021-02-24,17403
"NC",2021-03-03,13574
"NC",2021-03-10,11185
"NC",2021-03-17,11286
"NC",2021-03-24,11483
"NC",2021-03-31,11985
"NC",2021-04-07,10878
"NC",2021-04-14,13725
"NC",2021-04-21,13011
"NC",2021-04-28,12345
"NC",2021-05-05,10668
"NC",2021-05-12,8357
"NC",2021-05-19,6561
"NC",2021-05-26,5588
"NC",2021-06-02,3606
"NC",2021-06-09,3107
"NC",2021-06-16,2738
"NC",2021-06-23,2675
"NC",2021-06-30,2809
"NC",2021-07-07,3535
"NC",2021-07-14,5761
"NC",2021-07-21,9233
"NC",2021-07-28,17200
"NC",2021-08-04,24763
"NC",2021-08-11,33104
"NC",2021-08-18,38426
"NC",2021-08-25,45457
"NC",2021-09-01,50082
"NC",2021-09-08,45209
"NC",2021-09-15,48519
"NC",2021-09-22,39054
"NC",2021-09-29,31244
"NC",2021-10-06,24561
"NC",2021-10-13,20615
"NC",2021-10-20,15701
"NC",2021-10-27,13022
"NC",2021-11-03,11390
"NC",2021-11-10,11503
"NC",2021-11-17,12812
"NC",2021-11-24,13777
"NC",2021-12-01,15473
"NC",2021-12-08,21722
"NC",2021-12-15,22640
"NC",2021-12-22,30459
"NC",2021-12-29,65563
"NC",2022-01-05,138516
"NC",2022-01-12,202667
"NC",2022-01-19,213266
"NC",2022-01-26,172345
"NC",2022-02-02,97954
"NC",2022-02-09,56009
"NC",2022-02-16,31938
"NC",2022-02-23,18535
"NC",2022-03-02,10925
"NC",2022-03-09,6117
"NC",2022-03-16,4083
"NC",2022-03-23,3549
"NC",2022-03-30,3884
"NC",2022-04-06,3767
"NC",2022-04-13,6358
"NC",2022-04-20,8573
"NC",2022-04-27,11818
"NC",2022-05-04,15101
"NC",2022-05-11,20041
"NC",2022-05-18,26531
"NC",2022-05-25,28794
"NC",2022-06-01,25502
"NC",2022-06-08,26781
"NC",2022-06-15,23254
"NC",2022-06-22,20559
"NC",2022-06-29,16132
"NC",2022-07-06,25462
"NC",2022-07-13,26387
"NC",2022-07-20,30131
"NC",2022-07-27,33932
"NC",2022-08-03,33265
"NC",2022-08-10,31230
"NC",2022-08-17,27339
"NC",2022-08-24,23959
"NC",2022-08-31,21898
"NC",2022-09-07,20481
"NC",2022-09-14,21189
"NC",2022-09-21,20284
"NC",2022-09-28,16091
"NC",2022-10-05,11970
"NC",2022-10-12,10022
"NC",2022-10-19,10614
"NC",2022-10-26,5967
"NC",2022-11-02,8735
"NC",2022-11-09,9365
"NC",2022-11-16,6788
"NC",2022-11-23,6170
"NC",2022-11-30,6845
"NC",2022-12-07,11605
"NC",2022-12-14,13190
"NC",2022-12-21,16676
"NC",2022-12-28,0
"NC",2023-01-04,42982
"NC",2023-01-11,22624
"NC",2023-01-18,15741
"NC",2023-01-25,14381
"NC",2023-02-01,13247
"NC",2023-02-08,12470
"NC",2023-02-15,11714
"NC",2023-02-22,9622
"NC",2023-03-01,7611
"NC",2023-03-08,5405
"NC",2023-03-15,4709
"NC",2023-03-22,4404
"NC",2023-03-29,3927
"NC",2023-04-05,3484
"NC",2023-04-12,2798
"NC",2023-04-19,2307
"NC",2023-04-26,2590
"NC",2023-05-03,2317
"NC",2023-05-10,2257
"ND",2020-01-22,0
"ND",2020-01-29,0
"ND",2020-02-05,0
"ND",2020-02-12,0
"ND",2020-02-19,0
"ND",2020-02-26,0
"ND",2020-03-04,0
"ND",2020-03-11,0
"ND",2020-03-18,6
"ND",2020-03-25,39
"ND",2020-04-01,96
"ND",2020-04-08,110
"ND",2020-04-15,114
"ND",2020-04-22,314
"ND",2020-04-29,354
"ND",2020-05-06,290
"ND",2020-05-13,324
"ND",2020-05-20,431
"ND",2020-05-27,360
"ND",2020-06-03,241
"ND",2020-06-10,262
"ND",2020-06-17,225
"ND",2020-06-24,195
"ND",2020-07-01,254
"ND",2020-07-08,356
"ND",2020-07-15,594
"ND",2020-07-22,800
"ND",2020-07-29,861
"ND",2020-08-05,832
"ND",2020-08-12,914
"ND",2020-08-19,995
"ND",2020-08-26,1495
"ND",2020-09-02,1808
"ND",2020-09-09,1855
"ND",2020-09-16,2213
"ND",2020-09-23,2643
"ND",2020-09-30,2866
"ND",2020-10-07,3011
"ND",2020-10-14,4092
"ND",2020-10-21,5215
"ND",2020-10-28,5745
"ND",2020-11-04,8391
"ND",2020-11-11,9075
"ND",2020-11-18,9855
"ND",2020-11-25,8249
"ND",2020-12-02,4658
"ND",2020-12-09,6011
"ND",2020-12-16,2538
"ND",2020-12-23,2017
"ND",2020-12-30,1788
"ND",2021-01-06,1334
"ND",2021-01-13,1305
"ND",2021-01-20,1084
"ND",2021-01-27,932
"ND",2021-02-03,756
"ND",2021-02-10,335
"ND",2021-02-17,663
"ND",2021-02-24,626
"ND",2021-03-03,544
"ND",2021-03-10,546
"ND",2021-03-17,666
"ND",2021-03-24,714
"ND",2021-03-31,1096
"ND",2021-04-07,1075
"ND",2021-04-14,1046
"ND",2021-04-21,1005
"ND",2021-04-28,934
"ND",2021-05-05,927
"ND",2021-05-12,679
"ND",2021-05-19,603
"ND",2021-05-26,416
"ND",2021-06-02,264
"ND",2021-06-09,254
"ND",2021-06-16,191
"ND",2021-06-23,119
"ND",2021-06-30,97
"ND",2021-07-07,72
"ND",2021-07-14,151
"ND",2021-07-21,165
"ND",2021-07-28,318
"ND",2021-08-04,523
"ND",2021-08-11,811
"ND",2021-08-18,1180
"ND",2021-08-25,1743
"ND",2021-09-01,2289
"ND",2021-09-08,2647
"ND",2021-09-15,3444
"ND",2021-09-22,3237
"ND",2021-09-29,4117
"ND",2021-10-06,4332
"ND",2021-10-13,3831
"ND",2021-10-20,3424
"ND",2021-10-27,3400
"ND",2021-11-03,3470
"ND",2021-11-10,3568
"ND",2021-11-17,3315
"ND",2021-11-24,3104
"ND",2021-12-01,3134
"ND",2021-12-08,2866
"ND",2021-12-15,2405
"ND",2021-12-22,2124
"ND",2021-12-29,2234
"ND",2022-01-05,5204
"ND",2022-01-12,9717
"ND",2022-01-19,14806
"ND",2022-01-26,14476
"ND",2022-02-02,9932
"ND",2022-02-09,5982
"ND",2022-02-16,3139
"ND",2022-02-23,1439
"ND",2022-03-02,1015
"ND",2022-03-09,567
"ND",2022-03-16,408
"ND",2022-03-23,145
"ND",2022-03-30,230
"ND",2022-04-06,190
"ND",2022-04-13,247
"ND",2022-04-20,273
"ND",2022-04-27,333
"ND",2022-05-04,414
"ND",2022-05-11,611
"ND",2022-05-18,723
"ND",2022-05-25,882
"ND",2022-06-01,935
"ND",2022-06-08,1199
"ND",2022-06-15,1069
"ND",2022-06-22,1253
"ND",2022-06-29,1165
"ND",2022-07-06,1358
"ND",2022-07-13,1557
"ND",2022-07-20,1800
"ND",2022-07-27,1799
"ND",2022-08-03,1856
"ND",2022-08-10,1938
"ND",2022-08-17,1776
"ND",2022-08-24,1509
"ND",2022-08-31,1364
"ND",2022-09-07,1388
"ND",2022-09-14,967
"ND",2022-09-21,1014
"ND",2022-09-28,1020
"ND",2022-10-05,999
"ND",2022-10-12,982
"ND",2022-10-19,797
"ND",2022-10-26,827
"ND",2022-11-02,900
"ND",2022-11-09,967
"ND",2022-11-16,922
"ND",2022-11-23,809
"ND",2022-11-30,762
"ND",2022-12-07,1090
"ND",2022-12-14,1036
"ND",2022-12-21,930
"ND",2022-12-28,715
"ND",2023-01-04,535
"ND",2023-01-11,513
"ND",2023-01-18,611
"ND",2023-01-25,468
"ND",2023-02-01,770
"ND",2023-02-08,840
"ND",2023-02-15,847
"ND",2023-02-22,753
"ND",2023-03-01,867
"ND",2023-03-08,703
"ND",2023-03-15,643
"ND",2023-03-22,512
"ND",2023-03-29,498
"ND",2023-04-05,726
"ND",2023-04-12,552
"ND",2023-04-19,365
"ND",2023-04-26,243
"ND",2023-05-03,198
"ND",2023-05-10,406
"NE",2020-01-22,0
"NE",2020-01-29,0
"NE",2020-02-05,0
"NE",2020-02-12,0
"NE",2020-02-19,0
"NE",2020-02-26,0
"NE",2020-03-04,2
"NE",2020-03-11,4
"NE",2020-03-18,23
"NE",2020-03-25,45
"NE",2020-04-01,139
"NE",2020-04-08,296
"NE",2020-04-15,395
"NE",2020-04-22,803
"NE",2020-04-29,2089
"NE",2020-05-06,2749
"NE",2020-05-13,2212
"NE",2020-05-20,1986
"NE",2020-05-27,1772
"NE",2020-06-03,1873
"NE",2020-06-10,1099
"NE",2020-06-17,1207
"NE",2020-06-24,905
"NE",2020-07-01,1095
"NE",2020-07-08,1103
"NE",2020-07-15,1454
"NE",2020-07-22,1526
"NE",2020-07-29,1878
"NE",2020-08-05,2002
"NE",2020-08-12,1727
"NE",2020-08-19,1766
"NE",2020-08-26,1593
"NE",2020-09-02,2210
"NE",2020-09-09,1775
"NE",2020-09-16,2446
"NE",2020-09-23,2752
"NE",2020-09-30,3110
"NE",2020-10-07,3716
"NE",2020-10-14,5040
"NE",2020-10-21,5851
"NE",2020-10-28,6583
"NE",2020-11-04,9602
"NE",2020-11-11,13939
"NE",2020-11-18,15314
"NE",2020-11-25,13814
"NE",2020-12-02,11012
"NE",2020-12-09,11341
"NE",2020-12-16,8570
"NE",2020-12-23,7888
"NE",2020-12-30,5938
"NE",2021-01-06,7354
"NE",2021-01-13,6664
"NE",2021-01-20,5590
"NE",2021-01-27,4229
"NE",2021-02-03,3935
"NE",2021-02-10,2712
"NE",2021-02-17,2059
"NE",2021-02-24,2342
"NE",2021-03-03,2058
"NE",2021-03-10,2106
"NE",2021-03-17,1911
"NE",2021-03-24,1864
"NE",2021-03-31,2461
"NE",2021-04-07,2374
"NE",2021-04-14,2263
"NE",2021-04-21,2400
"NE",2021-04-28,1643
"NE",2021-05-05,1341
"NE",2021-05-12,1036
"NE",2021-05-19,548
"NE",2021-05-26,460
"NE",2021-06-02,331
"NE",2021-06-09,230
"NE",2021-06-16,212
"NE",2021-06-23,211
"NE",2021-06-30,337
"NE",2021-07-07,516
"NE",2021-07-14,602
"NE",2021-07-21,866
"NE",2021-07-28,1417
"NE",2021-08-04,2102
"NE",2021-08-11,2587
"NE",2021-08-18,3335
"NE",2021-08-25,4305
"NE",2021-09-01,5295
"NE",2021-09-08,4969
"NE",2021-09-15,5586
"NE",2021-09-22,4904
"NE",2021-09-29,4660
"NE",2021-10-06,4270
"NE",2021-10-13,4270
"NE",2021-10-20,4008
"NE",2021-10-27,4484
"NE",2021-11-03,5125
"NE",2021-11-10,6246
"NE",2021-11-17,6165
"NE",2021-11-24,6569
"NE",2021-12-01,5958
"NE",2021-12-08,7458
"NE",2021-12-15,5991
"NE",2021-12-22,5571
"NE",2021-12-29,7488
"NE",2022-01-05,16135
"NE",2022-01-12,27745
"NE",2022-01-19,32573
"NE",2022-01-26,27338
"NE",2022-02-02,13619
"NE",2022-02-09,6565
"NE",2022-02-16,3493
"NE",2022-02-23,2121
"NE",2022-03-02,1227
"NE",2022-03-09,926
"NE",2022-03-16,582
"NE",2022-03-23,471
"NE",2022-03-30,418
"NE",2022-04-06,424
"NE",2022-04-13,516
"NE",2022-04-20,572
"NE",2022-04-27,785
"NE",2022-05-04,972
"NE",2022-05-11,1457
"NE",2022-05-18,1746
"NE",2022-05-25,1962
"NE",2022-06-01,2318
"NE",2022-06-08,2772
"NE",2022-06-15,2579
"NE",2022-06-22,2901
"NE",2022-06-29,3502
"NE",2022-07-06,3308
"NE",2022-07-13,4062
"NE",2022-07-20,3898
"NE",2022-07-27,3913
"NE",2022-08-03,3661
"NE",2022-08-10,3085
"NE",2022-08-17,2715
"NE",2022-08-24,2758
"NE",2022-08-31,2998
"NE",2022-09-07,2264
"NE",2022-09-14,1835
"NE",2022-09-21,1525
"NE",2022-09-28,1157
"NE",2022-10-05,1093
"NE",2022-10-12,1050
"NE",2022-10-19,1125
"NE",2022-10-26,1375
"NE",2022-11-02,1764
"NE",2022-11-09,1746
"NE",2022-11-16,1997
"NE",2022-11-23,2040
"NE",2022-11-30,1981
"NE",2022-12-07,3614
"NE",2022-12-14,2737
"NE",2022-12-21,3885
"NE",2022-12-28,1727
"NE",2023-01-04,1415
"NE",2023-01-11,1480
"NE",2023-01-18,918
"NE",2023-01-25,797
"NE",2023-02-01,906
"NE",2023-02-08,1088
"NE",2023-02-15,1318
"NE",2023-02-22,1329
"NE",2023-03-01,1572
"NE",2023-03-08,1504
"NE",2023-03-15,1541
"NE",2023-03-22,1400
"NE",2023-03-29,1240
"NE",2023-04-05,1010
"NE",2023-04-12,729
"NE",2023-04-19,624
"NE",2023-04-26,414
"NE",2023-05-03,382
"NE",2023-05-10,373
"NH",2020-01-22,0
"NH",2020-01-29,0
"NH",2020-02-05,0
"NH",2020-02-12,0
"NH",2020-02-19,0
"NH",2020-02-26,0
"NH",2020-03-04,2
"NH",2020-03-11,3
"NH",2020-03-18,32
"NH",2020-03-25,71
"NH",2020-04-01,259
"NH",2020-04-08,380
"NH",2020-04-15,392
"NH",2020-04-22,449
"NH",2020-04-29,470
"NH",2020-05-06,683
"NH",2020-05-13,558
"NH",2020-05-20,569
"NH",2020-05-27,418
"NH",2020-06-03,509
"NH",2020-06-10,383
"NH",2020-06-17,259
"NH",2020-06-24,161
"NH",2020-07-01,204
"NH",2020-07-08,150
"NH",2020-07-15,161
"NH",2020-07-22,182
"NH",2020-07-29,218
"NH",2020-08-05,206
"NH",2020-08-12,168
"NH",2020-08-19,149
"NH",2020-08-26,120
"NH",2020-09-02,153
"NH",2020-09-09,185
"NH",2020-09-16,287
"NH",2020-09-23,226
"NH",2020-09-30,260
"NH",2020-10-07,464
"NH",2020-10-14,618
"NH",2020-10-21,568
"NH",2020-10-28,724
"NH",2020-11-04,922
"NH",2020-11-11,1589
"NH",2020-11-18,2614
"NH",2020-11-25,3080
"NH",2020-12-02,3522
"NH",2020-12-09,5224
"NH",2020-12-16,5841
"NH",2020-12-23,5079
"NH",2020-12-30,4730
"NH",2021-01-06,5596
"NH",2021-01-13,5287
"NH",2021-01-20,5312
"NH",2021-01-27,4126
"NH",2021-02-03,3158
"NH",2021-02-10,2526
"NH",2021-02-17,2718
"NH",2021-02-24,2293
"NH",2021-03-03,1732
"NH",2021-03-10,1475
"NH",2021-03-17,1902
"NH",2021-03-24,2154
"NH",2021-03-31,2655
"NH",2021-04-07,2759
"NH",2021-04-14,3048
"NH",2021-04-21,2412
"NH",2021-04-28,2010
"NH",2021-05-05,1476
"NH",2021-05-12,1212
"NH",2021-05-19,885
"NH",2021-05-26,492
"NH",2021-06-02,321
"NH",2021-06-09,205
"NH",2021-06-16,200
"NH",2021-06-23,170
"NH",2021-06-30,139
"NH",2021-07-07,146
"NH",2021-07-14,190
"NH",2021-07-21,231
"NH",2021-07-28,393
"NH",2021-08-04,812
"NH",2021-08-11,1076
"NH",2021-08-18,1636
"NH",2021-08-25,1894
"NH",2021-09-01,2138
"NH",2021-09-08,2235
"NH",2021-09-15,3035
"NH",2021-09-22,2666
"NH",2021-09-29,3763
"NH",2021-10-06,3214
"NH",2021-10-13,3839
"NH",2021-10-20,3842
"NH",2021-10-27,1826
"NH",2021-11-03,5337
"NH",2021-11-10,4691
"NH",2021-11-17,6249
"NH",2021-11-24,6993
"NH",2021-12-01,6872
"NH",2021-12-08,8955
"NH",2021-12-15,8700
"NH",2021-12-22,8406
"NH",2021-12-29,8012
"NH",2022-01-05,11417
"NH",2022-01-12,21300
"NH",2022-01-19,22068
"NH",2022-01-26,16359
"NH",2022-02-02,10891
"NH",2022-02-09,7172
"NH",2022-02-16,5677
"NH",2022-02-23,4161
"NH",2022-03-02,3107
"NH",2022-03-09,1065
"NH",2022-03-16,820
"NH",2022-03-23,841
"NH",2022-03-30,849
"NH",2022-04-06,158
"NH",2022-04-13,2252
"NH",2022-04-20,1931
"NH",2022-04-27,2469
"NH",2022-05-04,2968
"NH",2022-05-11,3286
"NH",2022-05-18,4454
"NH",2022-05-25,3425
"NH",2022-06-01,2507
"NH",2022-06-08,1981
"NH",2022-06-15,1416
"NH",2022-06-22,1252
"NH",2022-06-29,1401
"NH",2022-07-06,1368
"NH",2022-07-13,1594
"NH",2022-07-20,1344
"NH",2022-07-27,1645
"NH",2022-08-03,1352
"NH",2022-08-10,1482
"NH",2022-08-17,1374
"NH",2022-08-24,1148
"NH",2022-08-31,1196
"NH",2022-09-07,1062
"NH",2022-09-14,1184
"NH",2022-09-21,1735
"NH",2022-09-28,1484
"NH",2022-10-05,1593
"NH",2022-10-12,1431
"NH",2022-10-19,2053
"NH",2022-10-26,1420
"NH",2022-11-02,1227
"NH",2022-11-09,1244
"NH",2022-11-16,847
"NH",2022-11-23,817
"NH",2022-11-30,892
"NH",2022-12-07,1279
"NH",2022-12-14,1354
"NH",2022-12-21,1551
"NH",2022-12-28,1398
"NH",2023-01-04,1786
"NH",2023-01-11,1768
"NH",2023-01-18,1204
"NH",2023-01-25,1068
"NH",2023-02-01,756
"NH",2023-02-08,992
"NH",2023-02-15,1087
"NH",2023-02-22,895
"NH",2023-03-01,922
"NH",2023-03-08,679
"NH",2023-03-15,764
"NH",2023-03-22,575
"NH",2023-03-29,545
"NH",2023-04-05,403
"NH",2023-04-12,312
"NH",2023-04-19,357
"NH",2023-04-26,371
"NH",2023-05-03,291
"NH",2023-05-10,281
"NJ",2020-01-22,0
"NJ",2020-01-29,0
"NJ",2020-02-05,0
"NJ",2020-02-12,0
"NJ",2020-02-19,0
"NJ",2020-02-26,0
"NJ",2020-03-04,0
"NJ",2020-03-11,23
"NJ",2020-03-18,374
"NJ",2020-03-25,4005
"NJ",2020-04-01,17853
"NJ",2020-04-08,25182
"NJ",2020-04-15,23593
"NJ",2020-04-22,24884
"NJ",2020-04-29,20451
"NJ",2020-05-06,15563
"NJ",2020-05-13,9749
"NJ",2020-05-20,9035
"NJ",2020-05-27,6197
"NJ",2020-06-03,5526
"NJ",2020-06-10,3101
"NJ",2020-06-17,2309
"NJ",2020-06-24,2223
"NJ",2020-07-01,2866
"NJ",2020-07-08,2293
"NJ",2020-07-15,2401
"NJ",2020-07-22,1869
"NJ",2020-07-29,3300
"NJ",2020-08-05,3013
"NJ",2020-08-12,2893
"NJ",2020-08-19,2780
"NJ",2020-08-26,2169
"NJ",2020-09-02,2573
"NJ",2020-09-09,2759
"NJ",2020-09-16,3149
"NJ",2020-09-23,3638
"NJ",2020-09-30,4892
"NJ",2020-10-07,5244
"NJ",2020-10-14,7176
"NJ",2020-10-21,8779
"NJ",2020-10-28,12133
"NJ",2020-11-04,15714
"NJ",2020-11-11,22524
"NJ",2020-11-18,30468
"NJ",2020-11-25,32697
"NJ",2020-12-02,33226
"NJ",2020-12-09,40237
"NJ",2020-12-16,38077
"NJ",2020-12-23,34403
"NJ",2020-12-30,31954
"NJ",2021-01-06,36762
"NJ",2021-01-13,42572
"NJ",2021-01-20,38511
"NJ",2021-01-27,35397
"NJ",2021-02-03,29270
"NJ",2021-02-10,26867
"NJ",2021-02-17,22500
"NJ",2021-02-24,20212
"NJ",2021-03-03,24090
"NJ",2021-03-10,23341
"NJ",2021-03-17,25910
"NJ",2021-03-24,29209
"NJ",2021-03-31,30880
"NJ",2021-04-07,29163
"NJ",2021-04-14,25505
"NJ",2021-04-21,21219
"NJ",2021-04-28,8420
"NJ",2021-05-05,11197
"NJ",2021-05-12,4664
"NJ",2021-05-19,3181
"NJ",2021-05-26,2806
"NJ",2021-06-02,1795
"NJ",2021-06-09,1721
"NJ",2021-06-16,1839
"NJ",2021-06-23,1496
"NJ",2021-06-30,1595
"NJ",2021-07-07,1331
"NJ",2021-07-14,2266
"NJ",2021-07-21,3566
"NJ",2021-07-28,5395
"NJ",2021-08-04,7727
"NJ",2021-08-11,9696
"NJ",2021-08-18,12338
"NJ",2021-08-25,14164
"NJ",2021-09-01,14349
"NJ",2021-09-08,14042
"NJ",2021-09-15,15073
"NJ",2021-09-22,16003
"NJ",2021-09-29,12876
"NJ",2021-10-06,12135
"NJ",2021-10-13,11511
"NJ",2021-10-20,8506
"NJ",2021-10-27,8806
"NJ",2021-11-03,9050
"NJ",2021-11-10,9172
"NJ",2021-11-17,12032
"NJ",2021-11-24,14904
"NJ",2021-12-01,17534
"NJ",2021-12-08,28032
"NJ",2021-12-15,32183
"NJ",2021-12-22,57104
"NJ",2021-12-29,122142
"NJ",2022-01-05,216384
"NJ",2022-01-12,203679
"NJ",2022-01-19,110199
"NJ",2022-01-26,59769
"NJ",2022-02-02,33913
"NJ",2022-02-09,17089
"NJ",2022-02-16,13964
"NJ",2022-02-23,10840
"NJ",2022-03-02,8870
"NJ",2022-03-09,7537
"NJ",2022-03-16,6642
"NJ",2022-03-23,6595
"NJ",2022-03-30,7504
"NJ",2022-04-06,9779
"NJ",2022-04-13,12940
"NJ",2022-04-20,13976
"NJ",2022-04-27,17010
"NJ",2022-05-04,21006
"NJ",2022-05-11,27357
"NJ",2022-05-18,34848
"NJ",2022-05-25,35253
"NJ",2022-06-01,27649
"NJ",2022-06-08,26449
"NJ",2022-06-15,20101
"NJ",2022-06-22,19500
"NJ",2022-06-29,20633
"NJ",2022-07-06,20852
"NJ",2022-07-13,25104
"NJ",2022-07-20,25507
"NJ",2022-07-27,26191
"NJ",2022-08-03,23735
"NJ",2022-08-10,21550
